"Date","Site","Array","Trap","trap_type","Taxa","SppCode","Toeclip","Recap","SVL","VTL","weight","weight_flag","Sex","OrigTail","Comments","Dead","Hatchling"
2011-03-30,"GWA2","2","C4","pitfall","Lizard","ASTI","A4C1","N",77,196,11,NA,"M",NA,NA,"N",NA
2011-03-31,"GWA1","2","Cfence","hand captured","Lizard","UTST","A2B3","Y",58,108,6.25,NA,"M",NA,"under C2 funnel","N",NA
2011-03-31,"GWA2","1","A1","pitfall","Lizard","ASTI","A3B4","Y",69,161,7.75,NA,"M",NA,NA,"N",NA
2011-03-31,"GWA2","1","A3","funnel","Lizard","ASTI","A2C1","Y",71,161,7.5,NA,"F",NA,"tail looked damaged at tip","N",NA
2011-03-31,"GWA2","1","B3","funnel","Lizard","ASTI","A4D2","N",76,199,10.75,NA,"M",NA,NA,"N",NA
2011-03-31,"GWA2","1","C2","funnel","Lizard","ASTI","A4B3","Y",81,90,10.75,NA,"M",90,NA,"N",NA
2011-03-31,"GWA2","1","B4","pitfall","Lizard","COVA","B1","N",37,36,0.75,NA,"M",NA,"juvenile.  Not positive on sex ID","N",NA
2011-03-31,"GWA2","2","A3","funnel","Lizard","ASTI","A3B5","Y",48,113,2.25,NA,"M",NA,"juvenile, not positive on sex ID","N",NA
2011-03-31,"GWA2","2","B4","pitfall","Lizard","ASTI","A3D3","Y",72,188,8.5,NA,"M",NA,NA,"N",NA
2011-03-31,"GWA2","2","C2","funnel","Lizard","ASTI","A4D1","N",82,226,15.5,NA,"M",NA,NA,"N",NA
2011-04-01,"GWA1","2","A2","funnel","Lizard","ASTI","A3B1","N",77,200,11.5,NA,"M",NA,NA,"N",NA
2011-04-01,"GWA1","2","A4","pitfall","Lizard","ASTI","A3B2","N",73,189,8,NA,"M",NA,NA,"N",NA
2011-04-01,"GWA1","2","B4","pitfall","Lizard","ASTI","A2D3","Y",76,195,11.5,NA,"M",NA,NA,"N",NA
2011-04-01,"GWA1","2","C4","pitfall","Lizard","ASTI","A2C1","Y",74,189,9,NA,"M",NA,NA,"N",NA
2011-04-01,"GWA2","1","B2","funnel","Lizard","ASTI","A4D3","N",78,184,9,NA,"M",NA,NA,"N",NA
2011-04-01,"GWA2","1","C2","funnel","Lizard","ASTI","A1D2","Y",78,159,10.5,NA,"M",64,NA,"N",NA
2011-04-01,"GWA2","2","A1","pitfall","Lizard","ASTI","A4B2","Y",59,150,4.5,NA,"F",NA,NA,"N",NA
2011-04-01,"GWA2","2","B2","funnel","Lizard","ASTI","A3B3","Y",52,132,3,NA,"M",NA,"not positive on sex ID","N",NA
2011-04-01,"GWA2","2","C2","funnel","Lizard","ASTI","A4B1","Y",44,110,1.5,NA,"U",NA,"juvenile. Scales indicate maybe male","N",NA
2011-04-05,"GWA1","1","A1","pitfall","Lizard","ASTI","A2D1","Y",71,139,9.5,NA,"F",139,"with rat. B2-B5 and C3-C4 digits severely damaged. D4 digit removed. Tail broken","N","N"
2011-04-05,"GWA1","1","A4","pitfall","Lizard","ASTI","A2B1","Y",72,188,9,NA,"F",NA,NA,"N","N"
2011-04-05,"GWA1","1","B3","funnel","Lizard","ASTI","A2D2","Y",82,213,15,NA,"M",NA,NA,"N","N"
2011-04-05,"GWA1","2","A1","pitfall","Lizard","ASTI","A2D5","Y",68,145,7,NA,"F",NA,"tail may be broken at tip","N","N"
2011-04-05,"GWA1","2","A1","pitfall","Lizard","ASTI","A2D3","Y",77,194,10.5,NA,"M",NA,NA,"N","N"
2011-04-05,"GWA1","2","B4","pitfall","Lizard","ASTI","A3B1","Y",77,203,11,NA,"M",NA,NA,"N","N"
2011-04-05,"GWA1","2","A3","funnel","Lizard","UTST","A3B5","N",57,45,4,NA,"F",45,"natural toe loss of B5","N","N"
2011-04-05,"GWA2","1","A2","funnel","Lizard","ASTI","A3C2","Y",74,193,9,NA,"M",NA,NA,"N","N"
2011-04-05,"GWA2","1","B3","funnel","Lizard","ASTI","A3B4","Y",70,164,7.5,NA,"M",NA,NA,"N","N"
2011-04-05,"GWA2","1","B3","funnel","Lizard","ASTI","A4C3","Y",73,182,7,NA,"F",NA,NA,"N","N"
2011-04-05,"GWA2","2","B3","funnel","Lizard","ASTI","A3B3","Y",54,134,3,NA,"M",NA,"juvenile, hard to ID sex","N","N"
2011-04-05,"GWA2","2","B4","pitfall","Lizard","ASTI","A4C1","Y",78,197,11,NA,"M",NA,NA,"N","N"
2011-04-05,"GWA2","2","B3","funnel","Lizard","UTST","A2C3","N",56,11,4.5,NA,"M",11,NA,"N","N"
2011-04-06,"GWA1","1","C3","funnel","Lizard","UTST","A2D1","N",56,89,5.5,NA,"F",NA,"gravid","N","N"
2011-04-06,"GWA2","1","A1","pitfall","Lizard","ASTI","A4D5","N",52,112,2.5,NA,"M",NA,"juvenile","N","N"
2011-04-06,"GWA2","1","A2","funnel","Lizard","ASTI","A4D2","Y",77,200,10,NA,"M",NA,NA,"N","N"
2011-04-06,"GWA2","1","A2","funnel","Lizard","COVA","A4b","Y",57,56,3,NA,"M",NA,NA,"N","N"
2011-04-06,"GWA2","2","C2","funnel","Lizard","ASTI","A3B1","Y",73,124,7.5,NA,"F",118,NA,"N","N"
2011-04-06,"GWA2","2","C4","pitfall","Lizard","ASTI","A1B1C1","Y",51,66,3,NA,"M",66,"juvenile","N","N"
2011-04-07,"GWA2","1","C3","funnel","Lizard","UTST","A2C5","N",50,74,4,NA,"F",NA,"gravid. Tail may be broken at tip","N","N"
2011-04-07,"GWA2","2","A2","funnel","Snake","RHLE",NA,NA,NA,NA,NA,NA,NA,NA,"long-nosed snake","N",NA
2011-04-08,"GWA1","2","Bfence","hand captured","Lizard","UTST","A2B3","Y",60,16,5,NA,"M",16,"fresh tail break, but did have stubby short tail prior to break","N","N"
2011-04-08,"GWA2","1","A1","pitfall","Lizard","ASTI","A4B4","Y",71,178,7,NA,"F",NA,"tail damaged at 165mm. Broke left ear drum.","N","N"
2011-04-08,"GWA2","1","A3","funnel","Lizard","ASTI","A1D2","Y",73,160,10.5,NA,"M",66,NA,"N","N"
2011-04-08,"GWA2","1","C2","funnel","Lizard","ASTI","A3B4","Y",69,164,6.5,NA,"M",NA,NA,"N","N"
2011-04-08,"GWA2","2","B3","funnel","Lizard","ASTI","A4B5","Y",65,162,6.5,NA,"M",NA,NA,"N","N"
2011-04-08,"GWA2","2","C2","funnel","Lizard","ASTI","A4B2","Y",59,154,4,NA,"F",NA,NA,"N","N"
2011-04-12,"GWA1","2","A4","pitfall","Lizard","UTST","A3B5","Y",56,50,4,NA,"F",46,NA,"N","N"
2011-04-12,"GWA2","1","B3","funnel","Lizard","ASTI","A3B4","Y",69,161,7,NA,"M",NA,NA,"N","N"
2011-04-12,"GWA2","2","A2","funnel","Lizard","ASTI","A3D3","Y",74,192,10,NA,"M",NA,NA,"N","N"
2011-04-12,"GWA2","2","A2","funnel","Lizard","ASTI","A3B3","Y",54,133,3,NA,"M",NA,"juvenile","N","N"
2011-04-13,"GWA1","2","A4","pitfall","Lizard","ASTI","A2C1","Y",76,193,10,NA,"M",NA,NA,"N","N"
2011-04-13,"GWA2","1","B3","funnel","Lizard","ASTI","A4D3","Y",71,179,8.5,NA,"M",NA,"tail tip may be broken","N","N"
2011-04-13,"GWA2","2","A2","funnel","Lizard","ASTI","A5B1","N",59,130,4,NA,"M",NA,"juvenile","N","N"
2011-04-13,"GWA2","2","C3","funnel","Lizard","ASTI","A4B1","Y",43,109,1.5,NA,"U",NA,"very young juvenile","N",NA
2011-04-13,"GWA2","2","C4","pitfall","Lizard","ASTI","A5B3","N",79,190,12,NA,"F",190,"may be gravid","N","N"
2011-04-14,"GWA1","2","A4","pitfall","Lizard","ASTI","A3B3","N",49,35,2,NA,"F",32,"juvenile, sex ID difficult","N",NA
2011-04-14,"GWA2","1","A1","pitfall","Lizard","ASTI","A3D5","Y",50,112,2.5,NA,"F",NA,"juvenile, hard to ID sex","N",NA
2011-04-14,"GWA2","1","A3","funnel","Lizard","ASTI","A3B4","Y",69,161,6.75,NA,"M",NA,NA,"N",NA
2011-04-14,"GWA2","1","C3","funnel","Lizard","UTST","A2D1","N",45,48,3,NA,"M",12,NA,"N",NA
2011-04-14,"GWA2","2","A2","funnel","Snake","RHLE",NA,NA,NA,NA,NA,NA,NA,NA,"long-nosed snake","N",NA
2011-04-14,"GWA2","2","C2","funnel","Snake","RHLE",NA,NA,NA,NA,NA,NA,NA,NA,"long-nosed snake","N",NA
2011-04-15,"GWA1","1","B2","funnel","Lizard","ASTI","A2B1","Y",71,190,8,NA,"F",NA,NA,"N",NA
2011-04-15,"GWA2","1","C3","funnel","Lizard","ASTI","A4D2","Y",77,200,9,NA,"M",NA,NA,"N","N"
2011-04-15,"GWA2","1","B2","funnel","Lizard","UTST","A2D1","Y",45,48,2.5,NA,"M",13,NA,"N","N"
2011-04-15,"GWA2","2","C2","funnel","Lizard","ASTI","A3D3","Y",75,193,9,NA,"M",NA,NA,"N","N"
2011-04-15,"GWA2","2","A1","pitfall","Lizard","UTST","A2C1","Y",58,108,6,NA,"M",NA,NA,"N","N"
2011-04-26,"GWA1","1","B3","funnel","Lizard","ASTI","A3B4","N",84,201,14.5,NA,"M",NA,NA,"N","N"
2011-04-26,"GWA1","1","C3","funnel","Lizard","ASTI",NA,NA,NA,NA,NA,NA,NA,NA,"escaped funnel, went in A4 with CRSC","N",NA
2011-04-26,"GWA1","1","A4","pitfall","Snake","CRSC",NA,NA,NA,NA,NA,NA,NA,NA,"eating a ground squirrel","N",NA
2011-04-26,"GWA1","2","A1","pitfall","Lizard","ASTI","A3B5","N",81,123,12,NA,"M",123,"tail broken (fresh) from K-rat?","N","N"
2011-04-26,"GWA1","2","A1","pitfall","Lizard","ASTI","A5B1","N",66,74,5,NA,"M",74,"tail broken (fresh) from K-rat?","N","N"
2011-04-26,"GWA1","2","A1","pitfall","Lizard","UTST","A2D2","N",61,114,6,NA,"M",NA,NA,"N","N"
2011-04-26,"GWA2","1","A1","pitfall","Lizard","ASTI","A2C1","Y",68,162,7,NA,"F",NA,NA,"N","N"
2011-04-26,"GWA2","1","A4","pitfall","Lizard","ASTI","A3B4","Y",70,164,8.5,NA,"M",NA,NA,"N","N"
2011-04-26,"GWA2","1","C3","funnel","Lizard","ASTI","A4C3","Y",72,180,6.5,NA,"F",NA,NA,"N","N"
2011-04-26,"GWA2","1","B3","funnel","Lizard","SCMA","B3","N",111,136,64,NA,"F",NA,"May be gravid?","N","N"
2011-04-26,"GWA2","2","A3","funnel","Lizard","ASTI","A3B3","Y",57,142,3.5,NA,"M",NA,"young, sex ID not positive","N",NA
2011-04-26,"GWA2","2","B3","funnel","Lizard","ASTI","A4B2","Y",60,155,5,NA,"F",NA,NA,"N",NA
2011-04-26,"GWA2","2","C3","funnel","Lizard","ASTI","A2D1","Y",76,190,10,NA,"M",NA,NA,"N",NA
2011-04-27,"GWA1","1","A3","funnel","Lizard","UTST","A2C3","Y",55,80,4.5,NA,"F",NA,"May be gravid?","N","N"
2011-04-27,"GWA1","2","B2","funnel","Lizard","ASTI","A2C1","Y",77,199,10.5,NA,"M",NA,NA,"N","N"
2011-04-27,"GWA2","1","B2","funnel","Lizard","ASTI",NA,NA,NA,NA,NA,NA,NA,NA,"escaped funnel","N",NA
2011-04-27,"GWA2","1","A3","funnel","Lizard","SCMA","B3","Y",111,134,64,NA,"F",NA,"gravid?","N","N"
2011-04-27,"GWA2","2","A2","funnel","Lizard","ASTI","A5B2","N",85,208,14.5,NA,"M",NA,NA,"N","N"
2011-04-27,"GWA2","2","A1","pitfall","Lizard","UTST","A2B4","Y",57,96,5,NA,"M",NA,NA,"N","N"
2011-04-28,"GWA1","1","C4","pitfall","Lizard","UTST",NA,NA,NA,NA,NA,NA,NA,NA,"half of body, had a toe-clip","Y",NA
2011-04-28,"GWA2","1","A3","funnel","Lizard","ASTI","A4B4","Y",71,176,8,NA,"F",NA,"tail damaged at 164 mm","N","N"
2011-04-28,"GWA2","1","B3","funnel","Lizard","ASTI","A4D2","Y",77,93,10.5,NA,"M",93,"recent trauma to tail, still bleeding","N","N"
2011-04-28,"GWA2","1","B4","pitfall","Lizard","ASTI","A1D2","Y",77,152,9.5,NA,"M",64,NA,"N","N"
2011-04-28,"GWA2","1","B4","pitfall","Lizard","ASTI","A4B3","Y",79,138,11,NA,"M",92,NA,"N","N"
2011-04-28,"GWA2","1","C2","funnel","Lizard","ASTI","A3C2","Y",73,193,8,NA,"M",NA,NA,"N","N"
2011-04-28,"GWA2","2","A1","pitfall","Lizard","ASTI","A5B4","N",78,205,12,NA,"M",NA,NA,"N","N"
2011-04-28,"GWA2","2","A2","funnel","Lizard","ASTI","A4B2","Y",59,151,4.75,NA,"F",NA,NA,"N","N"
2011-04-28,"GWA2","2","B2","funnel","Lizard","ASTI","A4B5","Y",68,171,7.5,NA,"M",NA,NA,"N","N"
2011-04-28,"GWA2","2","B3","funnel","Lizard","ASTI","A5B5","N",87,64,15,NA,"M",54,NA,"N","N"
2011-04-29,"GWA1","1","C4","pitfall","Lizard","UTST",NA,NA,NA,NA,NA,NA,"M",NA,"dead, eaten by SPTE?","Y","N"
2011-04-29,"GWA2","1","A3","funnel","Lizard","ASTI","A2C1","Y",69,164,6,NA,"F",NA,"tail may be damaged at end","N","N"
2011-04-29,"GWA2","1","C3","funnel","Lizard","ASTI","A3B4","Y",71,164,8,NA,"M",NA,NA,"N","N"
2011-04-29,"GWA2","1","B4","pitfall","Lizard","UTST","A1D5","Y",58,104,5,NA,"M",NA,NA,"N","N"
2011-04-29,"GWA2","2","A1","pitfall","Lizard","ASTI","A5C1","N",78,185,11.5,NA,"F",NA,"got stuck in hole in pitfall","N","N"
2011-04-29,"GWA2","2","A2","funnel","Lizard","ASTI","A3B1","Y",76,150,9.5,NA,"F",120,NA,"N","N"
2011-04-29,"GWA2","2","A3","funnel","Lizard","ASTI","A3D1","Y",51,122,2.5,NA,"F",NA,"juvenile","N","N"
2011-04-29,"GWA2","2","B3","funnel","Lizard","ASTI","A4C1","Y",79,198,12,NA,"M",NA,NA,"N","N"
2011-04-29,"GWA2","2","C2","funnel","Lizard","ASTI","A5B5","Y",87,65,14,NA,"M",55,NA,"N","N"
2011-05-03,"GWA1","2","A1","pitfall","Lizard","ASTI","A3B2","Y",75,194,10.5,NA,"M",NA,NA,"N","N"
2011-05-03,"GWA2","1","A1","pitfall","Lizard","ASTI","A4D3","Y",73,181,9,NA,"M",NA,NA,"N","N"
2011-05-03,"GWA2","1","B2","funnel","Lizard","ASTI","A2C1","Y",69,163,6.5,NA,"F",NA,"playing dead in trap (belly up), tail damage at end of tail, not broken.","N","N"
2011-05-03,"GWA2","2","B2","funnel","Lizard","ASTI","A4B5","Y",70,172,8,NA,"M",NA,"shedding","N","N"
2011-05-03,"GWA2","2","B2","funnel","Lizard","ASTI","A4B2","Y",61,155,4.5,NA,"F",NA,NA,"N","N"
2011-05-03,"GWA2","2","B3","funnel","Lizard","ASTI","A4B1","Y",45,114,2,NA,"F",NA,"juvenile, sex ID not certain","N","N"
2011-05-04,"GWA1","2","B2","funnel","Lizard","ASTI",NA,NA,NA,NA,NA,NA,NA,NA,"escaped funnel","N",NA
2011-05-04,"GWA2","1","B2","funnel","Lizard","ASTI","A5C2","N",75,172,11,NA,"M",NA,NA,"N","N"
2011-05-04,"GWA2","1","C3","funnel","Lizard","ASTI","A3B4","N",71,164,8.25,NA,"M",NA,NA,"N","N"
2011-05-04,"GWA2","2","A2","funnel","Lizard","ASTI","A4B5","Y",71,173,7.5,NA,"M",NA,NA,"N","N"
2011-05-04,"GWA2","2","C2","funnel","Lizard","ASTI","A5C3","N",77,165,12,NA,"F",NA,"possibly gravid","N","N"
2011-05-04,"GWA2","2","C4","pitfall","Lizard","ASTI","A3D3","Y",77,123,10.5,NA,"M",NA,"tail recently broken (small amount of regrowth)","N","N"
2011-05-04,"GWA2","2","C4","pitfall","Lizard","ASTI","A5C5","N",81,190,16,NA,"M",NA,NA,"N","N"
2011-05-04,"GWA2","2","B3","funnel","Lizard","UTST","A2B1","Y",60,101,5.75,NA,"M",65,NA,"N","N"
2011-05-05,"GWA1","1","A3","funnel","Lizard","ASTI","A2B1","Y",74,192,9,NA,"F",NA,NA,"N","N"
2011-05-05,"GWA1","1","B3","funnel","Lizard","ASTI","A3C1","N",89,128,17,NA,"M",60,NA,"N","N"
2011-05-05,"GWA1","2","B3","funnel","Lizard","ASTI",NA,NA,NA,NA,NA,NA,NA,NA,"jumped out of B4 bucket","N",NA
2011-05-05,"GWA2","1","A1","pitfall","Lizard","ASTI","A3B4","Y",71,165,8,NA,"M",NA,NA,"N","N"
2011-05-05,"GWA2","1","A2","funnel","Lizard","ASTI","A4C3","Y",72,181,7.5,NA,"F",NA,NA,"N","N"
2011-05-05,"GWA2","1","C2","funnel","Lizard","ASTI","A2C1","Y",70,166,6.5,NA,"F",NA,"shedding, tail damaged at end","N","N"
2011-05-05,"GWA2","2","A4","pitfall","Lizard","ASTI","A4B2","Y",60,156,4.5,NA,"F",NA,NA,"N","N"
2011-05-05,"GWA2","2","C2","funnel","Lizard","ASTI","A5C5","Y",84,193,15.5,NA,"M",NA,NA,"N","N"
2011-05-05,"GWA2","2","C4","pitfall","Lizard","ASTI","A5D1","N",60,150,4.5,NA,"F",NA,"mites","N","N"
2011-09-20,"GWA1","1","A4","pitfall","Lizard","UTST","A2D3","N",43,71,2.5,NA,"F",NA,NA,"N","N"
2011-09-20,"GWA1","1","A4","pitfall","Lizard","ASTI","A3C2","N",46,111,2,NA,"M",111,NA,"N","N"
2011-09-20,"GWA1","1","A4","pitfall","Lizard","ASTI","A3C3","N",79,207,12,NA,"F",NA,NA,"N","N"
2011-09-20,"GWA1","1","C4","pitfall","Lizard","UTST","A2D5","N",47,77,3,NA,"F",NA,"Yellow coloration around pelvic area on venter - very faint blotches","N","N"
2011-09-20,"GWA1","2","A4","pitfall","Lizard","ASTI","A3C5","N",72,193,12,NA,"F",193,NA,"N","N"
2011-09-20,"GWA2","1","C4","pitfall","Lizard","ASTI","A1D2","Y",79,153,11.5,NA,"M",64,"Blunt tail tip","N","N"
2011-09-20,"GWA2","1","A1","pitfall","Lizard","ASTI","A4B3","Y",81,165,12,NA,"M",91,"In hide","N","N"
2011-09-20,"GWA2","1","A1","pitfall","Lizard","ASTI","A5D2","N",80,165,12,NA,"F",NA,"Was in hide","N","N"
2011-09-20,"GWA2","2","A4","pitfall","Lizard","ASTI","A5D3","N",65,143,8.5,NA,"M",56,"In hide","N","N"
2011-09-20,"GWA2","2","A1","pitfall","Lizard","ASTI","A5D5","N",72,185,9,NA,"F",NA,"Damaged at 80mm in hide","N","N"
2011-09-20,"GWA2","2","A1","pitfall","Lizard","ASTI","B1C1","N",82,215,14.5,NA,"F",149,"Shedding","N","N"
2011-09-21,"GWA1","1","A1","pitfall","Lizard","ASTI","A3D1","N",76,191,11.5,NA,"M",NA,"Tail damaged at 187mm","N","N"
2011-09-21,"GWA1","1","C2","funnel","Lizard","UTST","A3B1","N",54,99,5,NA,"M",NA,NA,"N","N"
2011-09-21,"GWA1","1","C4","pitfall","Lizard","UTST","A3B2","N",34,63,1.5,NA,"F",NA,NA,"N","N"
2011-09-21,"GWA1","2","A4","pitfall","Lizard","ASTI","A3D2","N",40,93,1,NA,"F",NA,"Hatchling","N","Y"
2011-09-21,"GWA1","2","B3","funnel","Lizard","UTST","A3B3","N",41,61,2,NA,"F",NA,NA,"N","N"
2011-09-21,"GWA1","2","C4","pitfall","Lizard","ASTI","A3D3","N",39,62,1,NA,"F",62,NA,"N","Y"
2011-09-21,"GWA1","2","C2","funnel","Lizard","ASTI",NA,"N",NA,NA,NA,NA,"U",NA,"Escaped funnel","N","N"
2011-09-21,"GWA2","1","A1","pitfall","Lizard","ASTI","A5C2","Y",80,181,12.5,NA,"M",NA,NA,"N","N"
2011-09-21,"GWA2","1","A1","pitfall","Lizard","ASTI","B1C2","N",77,182,10.5,NA,"F",182,NA,"N","N"
2011-09-21,"GWA2","1","A2","funnel","Lizard","ASTI","A1C5","Y",82,159,12.5,NA,"F",84,NA,"N","N"
2011-09-21,"GWA2","1","B3","funnel","Lizard","UTST","A2D2","N",41,61,2.5,NA,"F",40,NA,"N","N"
2011-09-21,"GWA2","1","C4","pitfall","Lizard","UTST","A5B1","N",54,97,4.5,NA,"M",NA,"A5 natural toe loss","N","N"
2011-09-21,"GWA2","2","B2","funnel","Lizard","UTST","A2D5","N",43,68,2,NA,"F",NA,NA,"N","N"
2011-09-21,"GWA2","2","C4","pitfall","Lizard","ASTI","B1C3","N",59,150,4.5,NA,"F",NA,NA,"N","N"
2011-09-21,"GWA2","2","C4","pitfall","Lizard","ASTI","B1D1","N",82,193,12,NA,"F",193,NA,"N","N"
2011-09-21,"GWA2","2","A1","pitfall","Lizard","ASTI","B1C5","N",69,143,6.5,NA,"M",143,"Shedding","N","N"
2011-09-22,"GWA1","2","B3","funnel","Lizard","ASTI","A4C5","N",79,196,12.5,NA,"F",NA,"Natural toe loss C5","N","N"
2011-09-22,"GWA2","1","A1","pitfall","Lizard","ASTI","B1D2","N",76,190,11,NA,"M",NA,"Shedding","N","N"
2011-09-22,"GWA2","1","A3","funnel","Lizard","ASTI","A4B4","Y",75,173,9,NA,"F",NA,"Bent tail at 168mm","N","N"
2011-09-22,"GWA2","1","B2","funnel","Lizard","ASTI","A5D2","Y",78,171,10,NA,"F",171,"Tail tip missing","N","N"
2011-09-22,"GWA2","1","C4","pitfall","Lizard","UTST","A3B1","N",41,73,2,NA,"F",NA,NA,"N","N"
2011-09-22,"GWA2","1","C-Fence","hand captured","Lizard","UTST","A3B1","N",26,31,0.5,NA,"U",NA,"Ran along fence","N","N"
2011-09-22,"GWA2","1","C4","pitfall","Lizard","UTST","A3B2","N",41,73,2,NA,"F",NA,NA,"N","N"
2011-09-22,"GWA2","2","A3","funnel","Lizard","ASTI","B1D3","N",81,199,14.5,NA,"F",NA,NA,"N","N"
2011-09-22,"GWA2","2","B3","funnel","Lizard","ASTI","A4B2","Y",70,176,8.5,NA,"F",159,"Mangled tail","N","N"
2011-09-22,"GWA2","2","C4","pitfall","Lizard","ASTI","B1D5","N",82,175,12.5,NA,"F",111,"In hide","N","N"
2011-09-22,"GWA2","2","C4","pitfall","Lizard","ASTI","A5B3","Y",78,147,12,NA,"F",82,"Shedding","N","N"
2011-09-23,"GWA1","1","A1","pitfall","Lizard","ASTI","A3D1","Y",79,191,11,NA,"M",NA,"Damaged tail at 187mm","N","N"
2011-09-23,"GWA1","1","A2","funnel","Lizard","UTST","A2D3","Y",49,72,2.5,NA,"M",55,"Not sure of sex","N","N"
2011-09-23,"GWA1","1","B4","pitfall","Lizard","ASTI","A3D5","N",31,75,0.5,NA,"F",NA,"Possible hatchling","N","N"
2011-09-23,"GWA1","2","A1","pitfall","Lizard","UTST","A3B4","N",52,64,4.5,NA,"M",NA,NA,"N","N"
2011-09-23,"GWA1","2","A2","funnel","Lizard","UTST","A3C1","N",59,100,5,NA,"M",NA,"Small fork in tail at 83mm","N","N"
2011-09-23,"GWA1","2","B4","pitfall","Lizard","ASTI","A4B1","N",80,183,10,NA,"M",145,"Sex uncertain","N","N"
2011-09-23,"GWA1","2","C3","funnel","Lizard","ASTI","A4B2","N",73,173,8.5,NA,"F",NA,NA,"N","N"
2011-09-23,"GWA2","1","A1","pitfall","Lizard","ASTI","B2C1","N",65,160,6,NA,"F",NA,NA,"N","N"
2011-09-23,"GWA2","1","B2","funnel","Lizard","UTST","A5B1","Y",53,94,4.5,NA,"M",NA,NA,"N","N"
2011-09-23,"GWA2","1","C-Fence","hand captured","Lizard","UTST","A3B1","Y",27,32,0.5,NA,"M",32,"Sex uncertain","N","Y"
2011-09-23,"GWA2","2","A1","pitfall","Lizard","UTST","A2A5","Y",42,70,2,NA,"M",52,"?","N","N"
2011-09-23,"GWA2","2","A1","pitfall","Lizard","COVA","B2","N",33,33,0.5,NA,"F",10,"Sex uncertain","N","Y"
2011-09-23,"GWA2","2","A2","funnel","Lizard","ASTI","A4B1","Y",70,180,8.5,NA,"M",NA,NA,"N","N"
2011-09-23,"GWA2","2","B2","funnel","Lizard","ASTI","B2C2","N",74,185,8.5,NA,"M",NA,"Shedding on tail","N","N"
2011-09-27,"GWA1","1","A3","funnel","Lizard","ASTI","A3C3","Y",78,205,11,NA,"F",NA,NA,"N","N"
2011-09-27,"GWA1","1","A4","pitfall","Lizard","ASTI","A4B3","N",42,108,1.5,NA,"F",108,"Uncertain sex","N","N"
2011-09-27,"GWA1","1","B2","funnel","Lizard","ASTI","A3D1","Y",75,194,10.5,NA,"M",NA,"Damage 183","N","N"
2011-09-27,"GWA1","2","A1","pitfall","Lizard","ASTI","A3C5","Y",76,192,10,NA,"F",192,NA,"N","N"
2011-09-27,"GWA1","2","B2","funnel","Lizard","ASTI","A4B4","N",79,196,12,NA,"F",NA,NA,"N","N"
2011-09-27,"GWA2","1","A1","pitfall","Lizard","ASTI","B2C3","N",39,76,1,NA,"U",NA,"Poss. male","N","Y"
2011-09-27,"GWA2","1","A1","pitfall","Lizard","ASTI","B2C5","N",63,150,5,NA,"F",NA,NA,"N","N"
2011-09-27,"GWA2","1","A4","pitfall","Lizard","ASTI","B2D1","N",73,76,7.5,NA,"F",NA,NA,"N","N"
2011-09-27,"GWA2","1","B4","pitfall","Lizard","ASTI","A5D2","Y",79,165,9.5,NA,"F",NA,"Shedding","N","N"
2011-09-27,"GWA2","1","C4","pitfall","Lizard","ASTI","B1D2","Y",75,185,10,NA,"M",NA,NA,"N","N"
2011-09-27,"GWA2","1","C4","pitfall","Lizard","ASTI","A1C5","Y",81,161,11.5,NA,"F",84,NA,"N","N"
2011-09-27,"GWA2","2","A3","funnel","Lizard","ASTI","B2D2","N",59,122,4.5,NA,"F",118,"Blunt tail shedding","N","N"
2011-09-27,"GWA2","2","A1","pitfall","Lizard","ASTI","B2D3","N",34,81,1,NA,"U",NA,NA,"N","Y"
2011-09-27,"GWA2","2","A1","pitfall","Lizard","ASTI","B1C5","Y",66,141,7,NA,"F",NA,"Scaring postier to vent","N","N"
2011-09-28,"GWA1","1","A4","pitfall","Lizard","ASTI","A4B5","N",55,139,3,NA,"F",NA,NA,"N","N"
2011-09-28,"GWA1","2","A2","funnel","Lizard","ASTI","A4C1","N",67,174,6.5,NA,"M",NA,"Alive","N","N"
2011-09-28,"GWA1","2","B3","funnel","Lizard","ASTI","A3B2","Y",79,141,11.5,NA,"M",54,NA,"N","N"
2011-09-28,"GWA1","2","C3","funnel","Lizard","UTST","A3C2","N",53,97,5,NA,"M",NA,NA,"N","N"
2011-09-28,"GWA2","1","A1","pitfall","Lizard","ASTI","B2D5","N",71,186,8.5,NA,"M",NA,"Entered on App, correct date should be 9/28","N","N"
2011-09-28,"GWA2","1","B3","funnel","Lizard","COVA","B3","N",59,59,4,NA,"M",NA,"Entered on App, correct date should be 9/28","N","N"
2011-09-28,"GWA2","1","C2","funnel","Lizard","ASTI","A5C2","Y",77,178,12,NA,"M",178,"Entered on App, correct date should be 9/28","N","N"
2011-09-28,"GWA2","2","B4","pitfall","Lizard","ASTI","B1C5","Y",68,141,6.5,NA,"M",106,NA,"N","N"
