"Date","Site","Array","Trap","trap_type","Taxa","SppCode","Toeclip","Recap","SVL","VTL","weight","weight_flag","Sex","OrigTail","Comments","Dead","Hatchling"
2013-10-17,"GWA1","2","A1","pitfall","Lizard","UTST","A5B1","Y",58,100,7.5,NA,"M",70,NA,"N","N"
2013-10-17,"GWA1","2","C4","pitfall","Lizard","UTST","A5D5","N",52,78,5.5,NA,"M",NA,NA,"N","N"
2013-10-17,"GWA1","2","A1","pitfall","Lizard","UTST","A5D1","Y",NA,NA,NA,NA,"F",NA,"dit -eaten by mammal. half a lizard","Y","N"
2013-10-17,"GWA3","2","A1","pitfall","Lizard","UTST","A2C1","N",53,98,7,NA,"M",NA,NA,"N","N"
2013-10-17,"GWA3","2","C3","funnel","Lizard","UTST","A2C2","N",52,83,5,NA,"M",NA,NA,"N","N"
2013-10-18,"GWA1","1","A1","pitfall","Lizard","UTST","B1C2","N",51,78,4,NA,"F",NA,NA,"N","N"
2013-10-18,"GWA1","1","A1","pitfall","Lizard","ASTI","B2D5","N",49,121,3.5,NA,"U",NA,NA,"N","Y"
2013-10-18,"GWA1","1","A2","funnel","Lizard","UTST","B1C1","N",50,58,5,NA,"M",NA,NA,"N","N"
2013-10-18,"GWA1","1","A4","pitfall","Lizard","ASTI","B2D3","N",73,182,12,NA,"M",NA,NA,"N","N"
2013-10-18,"GWA1","2","B3","funnel","Lizard","UTST","A5B1","Y",58,99,7,NA,"M",70,NA,"N","N"
2013-10-18,"GWA1","2","B4","pitfall","Lizard","UTST","B1C3","N",48,73,4,NA,"F",42,NA,"N","N"
2013-10-18,"GWA3","1","C2","funnel","Lizard","UTST","A2B5","Y",57,89,6.5,NA,"M",75,NA,"N","N"
2013-10-22,"GWA3","1","C3","funnel","Lizard","UTST","A2C3","N",47,79,4.5,NA,"F",NA,NA,"N","N"
2013-10-23,"GWA2","1","A1","pitfall","Lizard","UTST","A5D2","Y",50,78,6,NA,"M",68,NA,"N","N"
2013-10-23,"GWA2","1","A4","pitfall","Lizard","UTST","A3D3","Y",40,47,3.5,NA,"F",15,NA,"N","N"
2013-10-23,"GWA3","1","B3","funnel","Lizard","UTST","A2B5","Y",57,87,7,NA,"M",74,NA,"N","N"
2013-10-24,"GWA2","1","B3","funnel","Lizard","UTST","A3D3","Y",41,47,3,NA,"F",15,NA,"N","N"
2013-10-24,"GWA2","1","A1","pitfall","Lizard","ASTI","A1B3D1","N",53,132,5,NA,"F",NA,NA,"N","N"
2013-10-24,"GWA2","2","C2","funnel","Lizard","CADR","A1C2","N",32,38,1.5,NA,"U",NA,NA,"N","Y"
2013-10-24,"GWA2","2","C3","funnel","Lizard","UTST","A5D5","N",46,70,3,NA,"F",69,NA,"N","N"
2013-10-24,"GWA2","2","C4","pitfall","Lizard","ASTI","A1B3D2","N",45,109,2,NA,"M",NA,NA,"N","Y"
2013-10-24,"GWA3","2","C4","pitfall","Lizard","UTST","A2C5","N",54,20,5,NA,"M",20,NA,"N","N"
2013-10-25,"GWA2","1","A4","pitfall","Lizard","CADR","A1C3","N",28,33,1,NA,"U",NA,NA,"N","Y"
2013-10-25,"GWA2","2","B3","funnel","Lizard","UTST","B4C1","N",52,85,5,NA,"F",NA,"B4 natural toe loss","N","N"
2013-10-28,"GWA1","2","A1","pitfall","Lizard","UTST","B1C3","Y",51,75,4,NA,"F",44,NA,"N","N"
2013-10-28,"GWA2","2","B4","pitfall","Lizard","UTST","A5D5","Y",47,70,3,NA,"F",62,NA,"N","N"
2013-10-29,"GWA1","1","B3","funnel","Lizard","UTST","B1C5","N",53,97,5,NA,"M",NA,NA,"N","N"
2013-10-29,"GWA1","2","A3","funnel","Lizard","UTST","A5B1","Y",58,100,7,NA,"M",69,NA,"N","N"
2013-10-30,"GWA1","2","B2","funnel","Lizard","UTST","B1D1","N",52,95,5,NA,"M",NA,NA,"N","N"
2013-10-30,"GWA2","1","B4","pitfall","Lizard","UTST","A5D2","Y",52,79,5.5,NA,"M",68,NA,"N","N"
2013-10-30,"GWA2","2","C4","pitfall","Lizard","ASTI","A1B3D2","Y",45,112,3,NA,"M",NA,NA,"N","Y"
2013-10-31,"GWA2","2","C3","funnel","Lizard","UTST","A5C1","Y",52,94,5,NA,"M",NA,NA,"N","N"
2013-11-01,"GWA1","1","A1","pitfall","Lizard","ASTI","B3C1","N",45,106,1,NA,"U",NA,NA,"N","Y"
2013-11-01,"GWA2","2","B2","funnel","Lizard","UTST","A5D5","Y",46,70,3.5,NA,"F",70,NA,"N","N"
2013-11-01,"GWA2","2","B3","funnel","Lizard","UTST","A5C1","Y",52,97,4.5,NA,"M",NA,NA,"N","N"
2013-11-01,"GWA2","2","C3","funnel","Lizard","UTST","B1C2","N",45,76,2.5,NA,"F",NA,NA,"N","N"
2013-11-19,"GWA3","2","B3","funnel","Lizard","UTST","A2C5","Y",55,32,6,NA,"M",20,NA,"N","N"
2013-11-19,"GWA3","2","C2","funnel","Lizard","UTST","A2C2","Y",52,85,5,NA,"M",NA,NA,"N","N"
2013-11-20,"GWA1","2","A1","pitfall","Lizard","UTST","B1D2","N",50,68,4,NA,"F",17,NA,"N","N"
2013-11-20,"GWA3","1","B4","pitfall","Lizard","UTST","A2B5","Y",59,89,7,NA,"M",75,NA,"N","N"
2013-11-21,"GWA3","2","C4","pitfall","Lizard","UTST","A2C5","Y",56,35,5,NA,"M",20,NA,"N","Y"
2013-12-03,"GWA2","1","B4","pitfall","Lizard","UTST","A3D3","Y",44,52,3.5,NA,"F",15,NA,"N","N"
2013-12-03,"GWA2","1","A4","pitfall","Lizard","UTST","B1C3","N",52,86,4.5,NA,"M",62,NA,"N","N"
2013-12-04,"GWA2","1","B2","funnel","Snake","PICA",NA,NA,NA,NA,36,NA,"U",NA,"total length = ~540mm","N",NA
2014-01-28,"GWA1","1","C3","funnel","Lizard","UTST","B1D3","N",57,96,6,NA,"M",96,NA,"N","N"
2014-01-28,"GWA2","2","C-Fence","hand captured","Lizard","UTST","B1C5","N",55,98,5.5,NA,"M",NA,NA,"N","N"
2014-01-29,"GWA1","1","C3","funnel","Lizard","UTST","B1D5","N",54,100,6,NA,"M",NA,NA,"N","N"
2014-01-29,"GWA1","1","A3","funnel","Lizard","UTST","B1D3","Y",55,95,6,NA,"M",95,NA,"N","N"
2014-02-11,"GWA1","2","C2","funnel","Lizard","UTST","A5B1","Y",58,100,6.5,NA,"M",69,NA,"N","N"
2014-02-11,"GWA3","1","B3","funnel","Lizard","UTST","A2D1","N",58,104,7,NA,"M",103,NA,"N","N"
2014-02-11,"GWA3","1","A1","pitfall","Lizard","UTST","A2D2","N",56,87,6,NA,"M",54,NA,"N","N"
2014-02-12,"GWA1","1","A3","funnel","Lizard","UTST","B1D3","Y",55,96,6,NA,"M",96,NA,"N","N"
2014-02-12,"GWA3","2","B-Fence","hand captured","Lizard","UTST","A2C5","Y",56,53,5,NA,"M",20,NA,"N","N"
2014-02-13,"GWA1","1","B-Fence","hand captured","Lizard","UTST","B1D3","Y",56,96,6,NA,"M",96,NA,"N","N"
2014-02-13,"GWA1","2","A2","funnel","Lizard","UTST","A5B1","Y",58,102,6.5,NA,"M",70,NA,"N","N"
2014-02-13,"GWA3","1","A4","pitfall","Lizard","UTST","A2D2","Y",57,89,5.5,NA,"M",54,NA,"N","N"
2014-02-13,"GWA3","1","A1","pitfall","Lizard","UTST","A2C3","Y",48,85,4,NA,"F",NA,NA,"N","N"
2014-02-14,"GWA1","1","A4","pitfall","Lizard","UTST","B2C1","N",52,82,5,NA,"F",NA,NA,"N","N"
2014-02-14,"GWA1","2","B2","funnel","Lizard","UTST","B1C3","Y",51,75,4.5,NA,"F",44,NA,"N","N"
2014-02-14,"GWA1","2","B2","funnel","Lizard","UTST","A5B1","Y",59,100,6,NA,"M",70,NA,"N","N"
2014-02-14,"GWA3","1","A3","funnel","Lizard","UTST","A2B2","Y",61,105,7,NA,"M",NA,NA,"N","N"
2014-02-14,"GWA3","1","A3","funnel","Lizard","UTST","A2D1","Y",59,104,6.5,NA,"M",103,NA,"N","N"
2014-02-18,"GWA3","1","B4","pitfall","Lizard","UTST","A2B2","Y",61,109,7,NA,"M",NA,NA,"N","N"
2014-02-19,"GWA3","2","B2","funnel","Lizard","UTST","A2C5","Y",55,57,5,NA,"M",19,NA,"N","N"
2014-02-21,"GWA3","1","B4","pitfall","Lizard","UTST","A2C3","Y",51,83,4.5,NA,"F",NA,NA,"N","N"
2014-03-17,"GWA1","2","A1","pitfall","Lizard","UTST","B1D2","Y",NA,NA,NA,NA,"F",NA,"drowned","Y","N"
2014-03-17,"GWA2","2","A1","pitfall","Lizard","ASTI",NA,"N",NA,NA,NA,NA,"U",NA,"drowned","Y","Y"
2014-03-18,"GWA1","1","B2","funnel","Lizard","ASTI","B2D3","Y",75,187,10,NA,"M",NA,NA,"N","N"
2014-03-18,"GWA1","1","C4","pitfall","Lizard","UTST","B2C1","Y",53,85,4,NA,"F",NA,NA,"N","N"
2014-03-18,"GWA1","1","C4","pitfall","Lizard","UTST","B1C5","Y",58,105,6,NA,"M",NA,NA,"N","N"
2014-03-18,"GWA1","1","A1","pitfall","Lizard","UTST","B1D5","Y",55,106,6,NA,"M",NA,NA,"N","N"
2014-03-18,"GWA1","2","A1","pitfall","Lizard","UTST","B1C3","Y",53,78,4,NA,"F",48,NA,"N","N"
2014-03-18,"GWA1","2","A2","funnel","Lizard","ASTI","B3C2","N",79,175,7.5,NA,"F",NA,NA,"N","N"
2014-03-18,"GWA2","1","B4","pitfall","Lizard","UTST","B1D1","N",56,40,5,NA,"M",40,"accidentally broke tail","N","N"
2014-03-18,"GWA2","1","A1","pitfall","Lizard","ASTI","C3D2","Y",80,206,10.5,NA,"M",NA,NA,"N","N"
2014-03-18,"GWA2","1","B4","pitfall","Lizard","UTST","A3D3","Y",48,53,2.5,NA,"F",16,NA,"N","N"
2014-03-19,"GWA1","1","C2","funnel","Lizard","UTST","B1C5","Y",57,103,6,NA,"M",NA,NA,"N","N"
2014-03-19,"GWA1","2","A1","pitfall","Lizard","ASTI","B3C3","N",77,153,13,NA,"M",85,NA,"N","N"
2014-03-19,"GWA1","2","A2","funnel","Lizard","UTST","B1C3","Y",53,75,4,NA,"F",48,NA,"N","N"
2014-03-19,"GWA1","2","B3","funnel","Lizard","UTST","A5B1","Y",61,103,7,NA,"M",71,NA,"N","N"
2014-03-19,"GWA1","2","C2","funnel","Lizard","ASTI","B3C5","N",75,188,11,NA,"M",NA,NA,"N","N"
2014-03-19,"GWA2","1","A1","pitfall","Lizard","UTST","B1D1","Y",56,40,5,NA,"M",40,NA,"N","N"
2014-03-19,"GWA2","1","A1","pitfall","Lizard","UTST","A3D3","Y",47,53,3,NA,"F",16,NA,"N","N"
2014-03-19,"GWA2","1","A1","pitfall","Lizard","UTST","B1D2","N",53,97,4.5,NA,"M",NA,NA,"N","N"
2014-03-19,"GWA2","2","A3","funnel","Lizard","UTST","B1C5","Y",56,103,6,NA,"M",NA,NA,"N","N"
2014-03-20,"GWA1","1","C3","funnel","Lizard","ASTI","B3D1","N",75,186,8.5,NA,"F",NA,NA,"N","N"
2014-03-20,"GWA1","1","C2","funnel","Lizard","UTST","A3B1C1","N",55,44,5,NA,"F",18,NA,"N","N"
2014-03-20,"GWA1","1","A2","funnel","Lizard","UTST","B1D5","Y",56,106,6,NA,"M",NA,NA,"N","N"
2014-03-20,"GWA1","2","C4","pitfall","Lizard","ASTI","B3D2","N",72,162,8,NA,"M",72,NA,"N","N"
2014-03-20,"GWA2","1","B4","pitfall","Lizard","UTST","B1D1","Y",56,40,5.5,NA,"M",40,NA,"N","N"
2014-03-20,"GWA2","1","A4","pitfall","Lizard","UTST","A5D3","Y",55,79,4.5,NA,"M",21,NA,"N","N"
2014-03-21,"GWA2","1","B4","pitfall","Lizard","UTST","B1D1","Y",56,40,5,NA,"M",40,NA,"N","N"
2014-04-01,"GWA1","1","C3","funnel","Lizard","ASTI","B3D3","N",73,165,13,NA,"M",44,"unsure about sex","N","N"
2014-04-01,"GWA1","1","B4","pitfall","Lizard","ASTI","B2C2","Y",80,170,10.5,NA,"F",NA,NA,"N","N"
2014-04-01,"GWA1","1","A1","pitfall","Lizard","ASTI","B3D5","N",75,205,11.5,NA,"M",NA,NA,"N","N"
2014-04-01,"GWA1","1","B2","funnel","Lizard","ASTI","B2D3","Y",75,186,11,NA,"M",NA,NA,"N","N"
2014-04-01,"GWA1","2","A1","pitfall","Lizard","ASTI","B3C5","Y",81,197,11.5,NA,"M",NA,NA,"N","N"
2014-04-01,"GWA1","2","A4","pitfall","Lizard","UTST","A5D2","Y",56,63,5,NA,"M",27,NA,"N","N"
2014-04-01,"GWA1","2","C2","funnel","Lizard","ASTI","B3D2","Y",71,159,8,NA,"M",72,"tail partially broken at 67mm","N","N"
2014-04-02,"GWA1","1","A4","pitfall","Lizard","COVA","A4","N",68,56,3.5,NA,"M",NA,NA,"N","N"
2014-04-02,"GWA1","1","A4","pitfall","Lizard","ASTI","B4C1","N",55,129,3.5,NA,"F",NA,NA,"N","N"
2014-04-03,"GWA1","1","A1","pitfall","Lizard","UTST","B2C1","Y",52,86,5,NA,"F",NA,"gravid","N","N"
2014-04-03,"GWA1","1","C4","pitfall","Lizard","ASTI","B4C1","Y",57,131,3,NA,"F",NA,NA,"N","N"
2014-04-03,"GWA1","2","A2","funnel","Lizard","ASTI","B4C2","N",74,161,8,NA,"F",108,NA,"N","N"
2014-04-04,"GWA1","2","A1","pitfall","Lizard","ASTI","B4C3","N",48,117,2,NA,"M",NA,"sex uncertain","N","Y"
2014-04-04,"GWA1","2","C2","funnel","Lizard","ASTI","B4C5","N",49,121,2.5,NA,"F",NA,"sex uncertain","N","Y"
2014-04-07,"GWA1","1","A2","funnel","Lizard","ASTI","B2C2","Y",77,173,11,NA,"F",120,NA,"N","N"
2014-04-07,"GWA1","1","A1","pitfall","Lizard","UTST","A3B1C1","Y",54,50,4,NA,"F",17,NA,"N","N"
2014-04-07,"GWA1","1","A2","funnel","Lizard","UTST","B1D5","Y",56,105,6,NA,"M",NA,NA,"N","N"
2014-04-07,"GWA1","1","C3","funnel","Lizard","ASTI","B2D3","Y",76,193,10.5,NA,"M",NA,NA,"N","N"
2014-04-07,"GWA1","1","B4","pitfall","Lizard","ASTI","B4C1","Y",55,140,3.5,NA,"F",NA,NA,"N","N"
2014-04-07,"GWA1","2","C2","funnel","Lizard","UTST","A5D2","Y",55,66,5,NA,"M",29,NA,"N","N"
2014-04-07,"GWA1","2","C4","pitfall","Lizard","ASTI","B4D1","N",76,197,11.5,NA,"M",NA,NA,"N","N"
2014-04-07,"GWA2","1","A3","funnel","Lizard","ASTI","C3D2","Y",82,155,10.5,NA,"M",155,NA,"N","N"
2014-04-07,"GWA2","1","B3","funnel","Lizard","ASTI","C1D5","Y",91,222,17,NA,"M",NA,NA,"N","N"
2014-04-07,"GWA2","2","A4","pitfall","Lizard","ASTI","A1B1C5","Y",NA,NA,NA,NA,"U",NA,"eaten by spte. dit. only legs and upper body left","Y","N"
2014-04-08,"GWA1","1","A2","funnel","Lizard","ASTI","B3D3","Y",86,167,13.5,NA,"M",44,NA,"N","N"
2014-04-08,"GWA1","1","B4","pitfall","Lizard","ASTI","B4D2","N",87,216,16.5,NA,"M",NA,NA,"N","N"
2014-04-08,"GWA1","1","A3","funnel","Lizard","ASTI","B3D5","Y",83,207,13,NA,"M",NA,NA,"N","N"
2014-04-08,"GWA1","2","A1","pitfall","Lizard","ASTI","B4D3","N",81,206,13,NA,"M",NA,NA,"N","N"
2014-04-08,"GWA1","2","C-Fence","hand captured","Snake","CRSC",NA,NA,NA,NA,NA,NA,"U",NA,NA,"N",NA
2014-04-08,"GWA2","1","A2","funnel","Lizard","ASTI","A1B3C2","Y",72,165,7,NA,"M",146,NA,"N","N"
2014-04-08,"GWA2","1","A4","pitfall","Lizard","ASTI","A1B3D3","N",81,154,12.5,NA,"M",66,NA,"N","N"
2014-04-08,"GWA2","1","B4","pitfall","Lizard","ASTI","C3D2","Y",82,153,10,NA,"M",153,NA,"N","N"
2014-04-08,"GWA2","1","B3","funnel","Lizard","ASTI","B5C2","Y",81,122,10.5,NA,"M",27,NA,"N","N"
2014-04-09,"GWA1","1","A1","pitfall","Lizard","ASTI","B4C1","Y",55,132,3,NA,"F",NA,NA,"N","N"
2014-04-09,"GWA1","1","C2","funnel","Lizard","ASTI","B2D3","Y",75,189,10,NA,"M",NA,NA,"N","N"
2014-04-09,"GWA1","1","C3","funnel","Lizard","UTST","A3B1C1","Y",55,50,3.5,NA,"F",17,NA,"N","N"
2014-04-09,"GWA2","1","C3","funnel","Lizard","ASTI","C3D2","Y",80,155,9,NA,"M",155,NA,"N","N"
2014-04-09,"GWA2","1","B2","funnel","Lizard","ASTI",NA,"N",NA,NA,NA,NA,"U",NA,"escaped","N","N"
2014-04-09,"GWA2","1","B2","funnel","Lizard","ASTI","B4C2","Y",79,167,9.5,NA,"F",85,NA,"N","N"
2014-04-09,"GWA2","1","A1","pitfall","Lizard","ASTI","A1B3D5","N",48,122,2.5,NA,"M",NA,NA,"N","Y"
2014-04-09,"GWA2","2","C4","pitfall","Lizard","ASTI","A2B1D2","N",79,200,13,NA,"M",139,"unsure about otl. natural toe loss D2","N","N"
2014-04-09,"GWA2","2","C4","pitfall","Lizard","ASTI","A1B4C2","N",77,66,12,NA,"M",63,NA,"N","N"
2014-04-10,"GWA1","1","A1","pitfall","Lizard","SCMA","A1B2","N",101,146,46,NA,"M",NA,"natural toe loss A1","N","N"
2014-04-10,"GWA1","1","C2","funnel","Lizard","ASTI","B2C2","Y",78,172,10,NA,"F",120,NA,"N","N"
2014-04-10,"GWA1","2","A4","pitfall","Lizard","ASTI","B4C3","Y",47,115,2,NA,"M",NA,NA,"N","Y"
2014-04-10,"GWA1","2","A2","funnel","Lizard","ASTI","B4D1","Y",76,192,10.5,NA,"M",NA,NA,"N","N"
2014-04-10,"GWA2","1","B4","pitfall","Lizard","UTST","B1D2","Y",53,98,4.5,NA,"M",NA,NA,"N","N"
2014-04-10,"GWA2","1","A1","pitfall","Lizard","ASTI","A1B3D3","Y",78,149,12,NA,"M",66,NA,"N","N"
2014-04-11,"GWA1","1","A1","pitfall","Lizard","ASTI","B4D2","Y",85,215,14,NA,"M",NA,"tail scarred at 183","N","N"
2014-04-11,"GWA1","1","A1","pitfall","Lizard","ASTI","B3D3","Y",84,169,13,NA,"M",44,NA,"N","N"
2014-04-11,"GWA1","1","B4","pitfall","Lizard","UTST","B2C2","N",51,86,5.5,NA,"M",58,NA,"N","N"
2014-04-11,"GWA1","1","A1","pitfall","Lizard","UTST","B2C1","Y",55,84,4,NA,"F",NA,"gravid","N","N"
2014-04-11,"GWA1","1","A1","pitfall","Lizard","ASTI","B2D3","Y",76,186,9.5,NA,"M",NA,NA,"N","N"
2014-04-11,"GWA1","2","A2","funnel","Lizard","ASTI","B4C3","Y",47,115,1.5,NA,"M",NA,"tail damaged @ 41 and 67","N","Y"
2014-04-11,"GWA1","2","A3","funnel","Lizard","ASTI","B3D2","Y",72,166,8.5,NA,"M",72,"tail damaged @ 66","N","N"
2014-04-11,"GWA2","1","B4","pitfall","Lizard","ASTI",NA,"N",NA,NA,NA,NA,"M",NA,"body length = 67, partially eaten","Y","N"
2014-04-11,"GWA2","1","B3","funnel","Lizard","ASTI","A1B4C3","N",75,162,10.5,NA,"F",NA,"gravid","N","N"
2014-04-11,"GWA2","1","B3","funnel","Lizard","ASTI","A1B4C5","N",81,194,14.5,NA,"M",129,"might be a regen trail, hard to tell","N","N"
2014-04-11,"GWA2","2","B4","pitfall","Lizard","ASTI","A1B4D1","N",72,171,7,NA,"M",NA,NA,"N","N"
2014-04-11,"GWA2","2","A1","pitfall","Lizard","ASTI","A1B4D3","N",66,162,7,NA,"F",NA,NA,"N","N"
2014-04-11,"GWA2","2","C4","pitfall","Lizard","ASTI","A1B4D2","N",81,157,14.5,NA,"M",43,NA,"N","N"
2014-04-11,"GWA2","2","A2","funnel","Lizard","ASTI","A2D2","Y",NA,NA,NA,NA,"U",NA,"only 2 feet left in funnel, predated","Y","N"
2014-04-11,"GWA2","2","A1","pitfall","Lizard","ASTI","C5D2","Y",72,181,10,NA,"F",NA,"gravid","N","N"
2014-04-28,"GWA2","1","A4","pitfall","Snake","LEHU",NA,"N",NA,NA,NA,NA,"U",NA,"total length about 120mm","N",NA
2014-04-29,"GWA2","1","A1","pitfall","Lizard","ASTI","A1B4D5","N",69,140,7.5,NA,"F",98,NA,"N","N"
2014-04-29,"GWA2","1","B2","funnel","Lizard","COVA","A1B3","N",58,40,3,NA,"M",NA,NA,"N","N"
2014-04-29,"GWA2","1","B3","funnel","Lizard","ASTI","A1B5C1","N",79,193,11.5,NA,"M",NA,NA,"N","N"
2014-04-29,"GWA2","1","A1","pitfall","Lizard","SCMA","A1B3","N",116,131,53,NA,"F",NA,"gravid","N","N"
2014-04-29,"GWA2","2","A1","pitfall","Lizard","ASTI","A3D4","N",78,179,11.5,NA,"M",NA,"nat toe loss at a3d4","N","N"
2014-04-29,"GWA3","2","A1","pitfall","Lizard","ASTI","A4","N",90,214,21,NA,"M",NA,NA,"N","N"
2014-04-30,"GWA2","1","A2","funnel","Lizard","ASTI","A1B5C2","N",76,193,11,NA,"M",NA,NA,"N","N"
2014-05-01,"GWA2","1","A4","pitfall","Lizard","ASTI","A1B3C5D1","Y",66,153,6,NA,"F",NA,NA,"N","N"
2014-05-01,"GWA2","2","A1","pitfall","Lizard","UTST","B1C5","Y",58,36,5,NA,"M",29,NA,"N","N"
2014-05-01,"GWA2","2","A1","pitfall","Lizard","COVA","A1B4","N",69,61,4,NA,"F",NA,NA,"N","N"
2014-05-01,"GWA3","1","B4","pitfall","Lizard","ASTI","A1C3","N",54,142,3,NA,"F",NA,NA,"N","N"
2014-05-01,"GWA3","2","B4","pitfall","Lizard","UTST","A2D5","N",51,52,3.5,NA,"M",9,NA,"N","N"
2014-05-02,"GWA2","1","A2","funnel","Lizard","ASTI","A1B5C3","N",73,183,9,NA,"F",NA,NA,"N","N"
2014-05-02,"GWA2","2","C4","pitfall","Lizard","ASTI","A1B5D1","N",63,160,6.5,NA,"M",NA,NA,"N","N"
2014-05-02,"GWA2","2","C2","funnel","Lizard","ASTI","A1B5C5","N",66,99,5.5,NA,"M",56,NA,"N","N"
2014-05-02,"GWA2","2","C4","pitfall","Lizard","SCMA","C2","N",73,85,12.5,NA,"F",NA,NA,"N","N"
2014-05-02,"GWA3","2","A1","pitfall","Lizard","ASTI","B1","N",86,164,11,NA,"F",NA,"kinked tail at 160","N","N"
2014-05-02,"GWA3","2","A1","pitfall","Lizard","ASTI","A5","N",85,202,17,NA,"M",NA,NA,"N","N"
2014-05-02,"GWA3","2","C2","funnel","Lizard","ASTI","A4","Y",90,210,19.5,NA,"M",NA,NA,"N","N"
2014-09-30,"GWA1","1","C4","pitfall","Lizard","UTST","B2D2","N",44,71,2.5,NA,"F",NA,NA,"N","N"
2014-09-30,"GWA1","1","A2","funnel","Lizard","UTST","B2C3","N",47,79,3,NA,"F",NA,NA,"N","N"
2014-09-30,"GWA1","2","C2","funnel","Lizard","UTST","B2D1","N",53,97,4,NA,"M",NA,NA,"N","N"
2014-09-30,"GWA1","2","A1","pitfall","Lizard","UTST","B2C5","N",47,78,2.5,NA,"F",NA,NA,"N","N"
2014-10-01,"GWA1","2","C3","funnel","Lizard","UTST","B2D5","N",46,73,2.5,NA,"F",NA,NA,"N","N"
2014-10-01,"GWA1","2","A1","pitfall","Lizard","ASTI","B4D5","N",59,152,5,NA,"F",NA,NA,"N","N"
2014-10-01,"GWA1","2","C2","funnel","Lizard","ASTI","B5C2","N",77,145,12.5,NA,"F",63,NA,"N","N"
2014-10-01,"GWA1","2","B3","funnel","Lizard","UTST","B2D3","N",47,65,3,NA,"F",31,NA,"N","N"
2014-10-01,"GWA3","2","C2","funnel","Snake","RHLE",NA,NA,422,75,42,NA,"U",NA,NA,"N",NA
2014-10-02,"GWA1","1","A1","pitfall","Lizard","ASTI","B5C1","N",38,98,1.5,NA,"F",NA,NA,"N","Y"
2014-10-02,"GWA1","1","B4","pitfall","Lizard","UTST","B3C2","N",54,98,5,NA,"M",NA,NA,"N","N"
2014-10-02,"GWA1","1","C2","funnel","Lizard","UTST","B3C1","N",42,76,2,NA,"F",NA,NA,"N","N"
2014-10-02,"GWA1","1","A1","pitfall","Snake","LEHU",NA,NA,246,9,3,NA,"U",NA,NA,"N",NA
2014-10-02,"GWA1","2","A1","pitfall","Lizard","ASTI","B5C3","N",79,191,13,NA,"M",NA,NA,"N","N"
2014-10-02,"GWA1","2","B-Fence","hand captured","Lizard","UTST","B2D5","Y",45,75,2.5,NA,"F",NA,NA,"N","N"
2014-10-02,"GWA1","2","A1","pitfall","Lizard","ASTI","B5C5","N",57,157,4.5,NA,"F",NA,NA,"N","N"
2014-10-02,"GWA3","2","A3","funnel","Lizard","UTST","A3B2","N",49,82,4,NA,"F",NA,NA,"N","N"
2014-10-02,"GWA3","2","A3","funnel","Lizard","UTST","A3B1","N",59,76,5.5,NA,"M",12,NA,"N","N"
2014-10-03,"GWA1","1","B2","funnel","Lizard","ASTI",NA,"N",NA,NA,NA,NA,"U",NA,"escaped from trap","N","N"
2014-10-03,"GWA1","1","C4","pitfall","Lizard","UTST","B2D2","Y",43,73,2.5,NA,"F",NA,NA,"N","N"
2014-10-03,"GWA1","2","A4","pitfall","Lizard","UTST","B2D1","Y",54,97,4.5,NA,"M",NA,NA,"N","N"
2014-10-03,"GWA1","2","C4","pitfall","Lizard","UTST","B3C3","N",43,70,2.5,NA,"F",NA,NA,"N","N"
2014-10-03,"GWA1","2","A2","funnel","Lizard","ASTI","B5C5","Y",58,158,4,NA,"F",NA,NA,"N","N"
2014-10-03,"GWA1","2","A1","pitfall","Lizard","UTST","B2D3","Y",46,68,3,NA,"F",NA,NA,"N","N"
2014-10-03,"GWA1","2","C2","funnel","Lizard","ASTI","B5D1","N",61,140,5,NA,"F",NA,NA,"N","N"
2014-10-03,"GWA3","1","A1","pitfall","Lizard","UTST","A3B3","N",44,69,2.5,NA,"F",53,NA,"N","N"
2014-10-03,"GWA3","1","B3","funnel","Lizard","ASTI","A1C5","N",81,195,13,NA,"F",NA,NA,"N","N"
2014-10-03,"GWA3","2","C4","pitfall","Lizard","UTST","A3B2","Y",51,84,4,NA,"F",NA,NA,"N","N"
2014-10-03,"GWA3","2","C2","funnel","Lizard","UTST","A3B1","Y",58,78,5.5,NA,"M",12,NA,"N","N"
2014-10-06,"GWA1","1","A3","funnel","Lizard","UTST","B2D2","Y",43,71,2.5,NA,"F",NA,NA,"N","N"
2014-10-06,"GWA1","1","A2","funnel","Lizard","ASTI","B5D2","N",79,188,11.5,NA,"F",NA,NA,"N","N"
2014-10-06,"GWA1","2","A4","pitfall","Lizard","UTST","B2C5","Y",46,80,3,NA,"F",NA,NA,"N","N"
2014-10-06,"GWA1","2","A2","funnel","Lizard","UTST","B2D1","Y",52,99,4,NA,"M",NA,NA,"N","N"
2014-10-06,"GWA1","2","A1","pitfall","Lizard","ASTI","B4C2","Y",83,183,14.5,NA,"F",118,NA,"N","N"
2014-10-06,"GWA1","2","B3","funnel","Lizard","ASTI","B5C3","Y",79,192,13.5,NA,"M",NA,NA,"N","N"
2014-10-06,"GWA2","1","C4","pitfall","Lizard","UTST","B2C3","N",43,11,2,NA,"F",11,NA,"N","N"
2014-10-06,"GWA2","1","A4","pitfall","Lizard","UTST","B1D5","N",42,78,2,NA,"F",NA,NA,"N","N"
2014-10-06,"GWA2","1","C3","funnel","Lizard","UTST","B2C2","N",53,91,4.5,NA,"M",NA,NA,"N","N"
